source_dataset,subject_id_candidate,audited_subject_id,identity,identity_audit_status,known_downstream_overlap,excluded,exclusion_reason,audit_method,audit_evidence,audit_notes,audit_scope
BioMotionLab_NTroje,BioMotionLab_NTroje::rub050,rub050,BioMotionLab_NTroje::rub050,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub051,rub051,BioMotionLab_NTroje::rub051,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub052,rub052,BioMotionLab_NTroje::rub052,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub053,rub053,BioMotionLab_NTroje::rub053,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub054,rub054,BioMotionLab_NTroje::rub054,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub055,rub055,BioMotionLab_NTroje::rub055,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub056,rub056,BioMotionLab_NTroje::rub056,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub057,rub057,BioMotionLab_NTroje::rub057,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub058,rub058,BioMotionLab_NTroje::rub058,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub059,rub059,BioMotionLab_NTroje::rub059,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub060,rub060,BioMotionLab_NTroje::rub060,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub061,rub061,BioMotionLab_NTroje::rub061,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub062,rub062,BioMotionLab_NTroje::rub062,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub063,rub063,BioMotionLab_NTroje::rub063,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub064,rub064,BioMotionLab_NTroje::rub064,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub065,rub065,BioMotionLab_NTroje::rub065,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub066,rub066,BioMotionLab_NTroje::rub066,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub067,rub067,BioMotionLab_NTroje::rub067,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub068,rub068,BioMotionLab_NTroje::rub068,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub069,rub069,BioMotionLab_NTroje::rub069,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub070,rub070,BioMotionLab_NTroje::rub070,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub071,rub071,BioMotionLab_NTroje::rub071,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub072,rub072,BioMotionLab_NTroje::rub072,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub073,rub073,BioMotionLab_NTroje::rub073,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub074,rub074,BioMotionLab_NTroje::rub074,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub075,rub075,BioMotionLab_NTroje::rub075,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub076,rub076,BioMotionLab_NTroje::rub076,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub077,rub077,BioMotionLab_NTroje::rub077,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub078,rub078,BioMotionLab_NTroje::rub078,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub079,rub079,BioMotionLab_NTroje::rub079,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub080,rub080,BioMotionLab_NTroje::rub080,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub081,rub081,BioMotionLab_NTroje::rub081,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub083,rub083,BioMotionLab_NTroje::rub083,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub084,rub084,BioMotionLab_NTroje::rub084,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub085,rub085,BioMotionLab_NTroje::rub085,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub086,rub086,BioMotionLab_NTroje::rub086,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub087,rub087,BioMotionLab_NTroje::rub087,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub088,rub088,BioMotionLab_NTroje::rub088,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub089,rub089,BioMotionLab_NTroje::rub089,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub090,rub090,BioMotionLab_NTroje::rub090,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub091,rub091,BioMotionLab_NTroje::rub091,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub092,rub092,BioMotionLab_NTroje::rub092,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub093,rub093,BioMotionLab_NTroje::rub093,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub094,rub094,BioMotionLab_NTroje::rub094,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub095,rub095,BioMotionLab_NTroje::rub095,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub096,rub096,BioMotionLab_NTroje::rub096,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub097,rub097,BioMotionLab_NTroje::rub097,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub098,rub098,BioMotionLab_NTroje::rub098,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub099,rub099,BioMotionLab_NTroje::rub099,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub100,rub100,BioMotionLab_NTroje::rub100,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub101,rub101,BioMotionLab_NTroje::rub101,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub102,rub102,BioMotionLab_NTroje::rub102,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub103,rub103,BioMotionLab_NTroje::rub103,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub104,rub104,BioMotionLab_NTroje::rub104,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub105,rub105,BioMotionLab_NTroje::rub105,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub106,rub106,BioMotionLab_NTroje::rub106,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub108,rub108,BioMotionLab_NTroje::rub108,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub109,rub109,BioMotionLab_NTroje::rub109,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub110,rub110,BioMotionLab_NTroje::rub110,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub111,rub111,BioMotionLab_NTroje::rub111,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub112,rub112,BioMotionLab_NTroje::rub112,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub113,rub113,BioMotionLab_NTroje::rub113,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub114,rub114,BioMotionLab_NTroje::rub114,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
BioMotionLab_NTroje,BioMotionLab_NTroje::rub115,rub115,BioMotionLab_NTroje::rub115,approved,false,false,,source-scoped folder ID reconciliation,https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The number of source-scoped candidate IDs matches the AMASS-published subject count for this source. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::01,01,CMU::01,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
CMU,CMU::02,02,CMU::02,excluded_unverified_aliases,false,true,"Conservative source exclusion: CMU states that one person may appear under multiple subject numbers, and no authoritative person crosswalk was completed.",source-level quarantine,https://mocap.cs.cmu.edu/ | https://files.is.tue.mpg.de/black/papers/amass_iccv_poster.pdf,"The local inventory has 102 CMU candidate folders while the AMASS poster reports 96 CMU subjects. Excluded to prevent person leakage. No source-level overlap with the downstream datasets named in the local methodology was found. known_downstream_overlap=false means no known match, not independently proven person-level disjointness.",time-bounded-source-identity-v1
